Crop,State,I_E,Model,Value
oil,CA,import,port,6.255754717
oil,CA,export,gvty,11.76250742
oil,CA,export,shrs,12.95980805
oil,CA,export,port,4.863138364
oil,CO,import,gvty,0.488251457
oil,CO,import,shrs,0.988589561
oil,CO,export,gvty,0.520057141
oil,CO,export,shrs,0.694232045
oil,CT,import,gvty,0.970709198
oil,CT,import,shrs,0.544517787
oil,CT,export,gvty,0.054591871
oil,CT,export,shrs,0.143506914
oil,DE,import,gvty,0.16678665
oil,DE,import,shrs,0.137737477
oil,DE,export,gvty,0.156502482
oil,DE,export,shrs,0.389450321
oil,DC,import,gvty,0.087935894
oil,DC,import,shrs,0.108720528
oil,FL,import,gvty,3.273669388
oil,FL,import,shrs,3.184392528
oil,FL,import,port,2.274819897
oil,FL,export,gvty,0.987774937
oil,FL,export,shrs,1.119145845
oil,GA,import,gvty,1.468124229
oil,GA,import,shrs,1.936545176
oil,GA,import,port,0.568704974
oil,GA,export,gvty,0.277167014
oil,GA,export,shrs,0.444791125
oil,HI,import,gvty,0.582326176
oil,HI,import,shrs,0.388887857
oil,HI,import,port,0.568704974
oil,HI,export,gvty,0.51711863
oil,HI,export,shrs,0.399970708
oil,ID,import,gvty,0.107131714
oil,ID,import,shrs,0.200322344
oil,ID,export,gvty,0.01012332
oil,ID,export,shrs,0.014603227
oil,IL,import,gvty,1.802439341
oil,IL,import,shrs,2.764818187
oil,IL,export,gvty,2.232456079
oil,IL,export,shrs,4.639091209
oil,IN,import,gvty,0.861103827
oil,IN,import,shrs,1.341315145
oil,IN,export,gvty,1.462656578
oil,IN,export,shrs,3.297263488
oil,IA,import,gvty,0.358273859
oil,IA,import,shrs,0.558464634
oil,IA,export,gvty,0.069681473
oil,IA,export,shrs,0.118072172
oil,KS,import,gvty,0.320851696
oil,KS,import,shrs,0.529441814
oil,KS,export,gvty,1.243662954
oil,KS,export,shrs,1.704590225
oil,KY,import,gvty,0.495632731
oil,KY,import,shrs,0.750504209
oil,KY,export,gvty,0.505263244
oil,KY,export,shrs,1.039306573
oil,LA,import,gvty,1.872913256
oil,LA,import,shrs,1.278384374
oil,LA,import,port,6.255754717
oil,LA,export,gvty,21.39040398
oil,LA,export,shrs,14.29302718
oil,LA,export,port,18.47992578
oil,ME,import,gvty,0.405436656
oil,ME,import,shrs,0.153276562
oil,ME,import,port,2.274819897
oil,ME,export,gvty,0.041656367
oil,ME,export,shrs,0.074234254
oil,MD,import,gvty,0.79209508
oil,MD,import,shrs,0.908587184
oil,MD,export,gvty,0.158715083
oil,MD,export,shrs,0.447378609
oil,MA,import,gvty,3.628950278
oil,MA,import,shrs,1.114339552
oil,MA,import,port,3.98093482
oil,MA,export,gvty,0.13878998
oil,MA,export,shrs,0.311401437
oil,MI,import,gvty,1.116029823
oil,MI,import,shrs,1.371139589
oil,MI,import,port,1.137409948
oil,MI,export,gvty,0.454588347
oil,MI,export,shrs,0.899917078
oil,MI,export,port,0.972627673
oil,MN,import,gvty,0.73864545
oil,MN,import,shrs,1.054979994
oil,MN,import,port,0.568704974
oil,MN,export,gvty,1.528440852
oil,MN,export,shrs,2.211068034
oil,MS,import,gvty,0.405079103
oil,MS,import,shrs,0.390667662
oil,MS,export,gvty,1.800910912
oil,MS,export,shrs,1.696109423
oil,MO,import,gvty,0.967380917
oil,MO,import,shrs,0.921900671
oil,MO,import,port,4.549639794
oil,MO,export,gvty,0.28977817
oil,MO,export,shrs,0.430207552
oil,MO,export,port,0.972627673
oil,MT,import,gvty,0.177860555
oil,MT,import,shrs,0.196418765
oil,MT,import,port,0.568704974
oil,MT,export,gvty,1.171263958
oil,MT,export,shrs,1.485927482
oil,NE,import,gvty,0.29577751
oil,NE,import,shrs,0.515972178
oil,NE,export,gvty,0.003757596
oil,NE,export,shrs,0.005439959
oil,NV,import,gvty,0.293195531
oil,NV,import,shrs,0.543630592
oil,NV,export,gvty,0.046612539
oil,NV,export,shrs,0.084838764
oil,NH,import,gvty,0.388841964
oil,NH,import,shrs,0.161763131
oil,NH,export,gvty,0.024418698
oil,NH,export,shrs,0.058405368
oil,NJ,import,gvty,4.292926085
oil,NJ,import,shrs,1.904381876
oil,NJ,export,gvty,0.931940326
oil,NJ,export,shrs,1.905794063
oil,NM,import,gvty,0.12691901
oil,NM,import,shrs,0.243163953
oil,NM,export,gvty,0.43986355
oil,NM,export,shrs,0.511941419
oil,NY,import,gvty,5.598889074
oil,NY,import,shrs,3.091796632
oil,NY,import,port,11.94280446
oil,NY,export,gvty,0.230600082
oil,NY,export,shrs,0.470079804
oil,NY,export,port,2.917883018
oil,NC,import,gvty,0.995052371
oil,NC,import,shrs,1.459907197
oil,NC,export,gvty,0.091780584
oil,NC,export,shrs,0.187770372
oil,ND,import,gvty,0.150806064
oil,ND,import,shrs,0.19426813
oil,ND,import,port,0.568704974
oil,ND,export,gvty,0.140621153
oil,ND,export,shrs,0.146758764
oil,ND,export,port,4.863138364
oil,OH,import,gvty,1.240572914
oil,OH,import,shrs,1.932096526
oil,OH,export,gvty,1.877890822
oil,OH,export,shrs,4.151556859
oil,OK,import,gvty,0.430620697
oil,OK,import,shrs,0.700461545
oil,OK,export,gvty,1.186732401
oil,OK,export,shrs,1.389989508
oil,OR,import,gvty,0.311014712
oil,OR,import,shrs,0.569384876
oil,OR,export,gvty,0.107339414
oil,OR,export,shrs,0.155085979
oil,PA,import,gvty,2.328022451
oil,PA,import,shrs,2.340803419
oil,PA,import,port,1.137409948
oil,PA,export,gvty,1.71034138
oil,PA,export,shrs,3.863236178
oil,PA,export,port,1.945255345
oil,RI,import,gvty,0.460019151
oil,RI,import,shrs,0.124710247
oil,RI,import,port,1.706114923
oil,RI,export,gvty,0.012394473
oil,RI,export,shrs,0.034775837
oil,SC,import,gvty,0.459303503
oil,SC,import,shrs,0.611027292
oil,SC,export,gvty,0.099993302
oil,SC,export,shrs,0.194734033
oil,SD,import,gvty,0.074991627
oil,SD,import,shrs,0.128746534
oil,SD,export,gvty,0.001171468
oil,SD,export,shrs,0.00159347
oil,TN,import,gvty,0.814179537
oil,TN,import,shrs,1.132301735
oil,TN,export,gvty,0.55249154
oil,TN,export,shrs,0.89337089
oil,TX,import,gvty,5.459163806
oil,TX,import,shrs,5.912197577
oil,TX,import,port,8.530574614
oil,TX,export,gvty,35.04708091
oil,TX,export,shrs,25.14616512
oil,TX,export,port,55.43977735
oil,UT,import,gvty,0.245301979
oil,UT,import,shrs,0.519736462
oil,UT,export,gvty,0.723624613
oil,UT,export,shrs,1.094924015
oil,VT,import,gvty,0.143283286
oil,VT,import,shrs,0.067828293
oil,VT,import,port,0.568704974
oil,VT,export,gvty,0.011484385
oil,VT,export,shrs,0.023530387
oil,VA,import,gvty,0.949158994
oil,VA,import,shrs,1.270980478
oil,VA,export,gvty,0.048779481
oil,VA,export,shrs,0.116511572
oil,WA,import,gvty,1.626714331
oil,WA,import,shrs,1.344427972
oil,WA,import,port,1.706114923
oil,WA,export,gvty,2.658347665
oil,WA,export,shrs,2.727389836
oil,WA,export,port,1.945255345
oil,WV,import,gvty,0.159098723
oil,WV,import,shrs,0.245792124
oil,WV,export,gvty,0.11608484
oil,WV,export,shrs,0.28379843
oil,WI,import,gvty,0.504584757
oil,WI,import,shrs,0.845015223
oil,WI,export,gvty,0.222347927
oil,WI,export,shrs,0.441127882
oil,WY,import,gvty,0.09494517
oil,WY,import,shrs,0.182851443
oil,WY,export,gvty,0.465458189
oil,WY,export,shrs,0.632176549
oil,total,import,gvty,56.30179241
oil,total,import,shrs,56.30179245
oil,total,import,port,56.30179245
oil,total,export,gvty,95.31751198
oil,total,export,shrs,95.31751193
oil,total,export,port,95.31751193
nmm,AL,import,gvty,0.254980091
nmm,AL,import,shrs,0.393085006
nmm,AL,export,gvty,0.163471638
nmm,AL,export,shrs,0.226424948
nmm,AK,import,gvty,0.154170189
nmm,AK,import,shrs,0.073274766
nmm,AK,import,port,0.285037296
nmm,AK,export,gvty,0.025861677
nmm,AK,export,shrs,0.011061023
nmm,AK,export,port,0.139218824
nmm,AR,import,gvty,0.116421863
nmm,AR,import,shrs,0.190912788
nmm,AR,export,gvty,0.06704107
nmm,AR,export,shrs,0.09079913
nmm,AZ,import,gvty,0.489775815
nmm,AZ,import,shrs,0.452822629
nmm,AZ,export,gvty,0.209428334
nmm,AZ,export,shrs,0.212338247
nmm,CA,import,gvty,5.948762415
nmm,CA,import,shrs,3.420159356
nmm,CA,import,port,7.696006979
nmm,CA,export,gvty,1.694313423
nmm,CA,export,shrs,1.056283458
nmm,CA,export,port,1.949063535
nmm,CO,import,gvty,0.338599837
nmm,CO,import,shrs,0.542290988
nmm,CO,export,gvty,0.247555984
nmm,CO,export,shrs,0.284708152
nmm,CT,import,gvty,0.276214683
nmm,CT,import,shrs,0.263113125
nmm,CT,export,gvty,0.043105385
nmm,CT,export,shrs,0.055998942
nmm,DE,import,gvty,0.069514645
nmm,DE,import,shrs,0.072453201
nmm,DE,export,gvty,0.015959687
nmm,DE,export,shrs,0.02207371
nmm,DC,import,gvty,0.075681671
nmm,DC,import,shrs,0.089765949
nmm,DC,export,gvty,0.004438841
nmm,DC,export,shrs,0.008146926
nmm,FL,import,gvty,1.546807591
nmm,FL,import,shrs,1.419164554
nmm,FL,import,port,1.425186478
nmm,FL,export,gvty,0.83414247
nmm,FL,export,shrs,0.727689092
nmm,FL,export,port,0.417656472
nmm,GA,import,gvty,0.642610409
nmm,GA,import,shrs,0.845469644
nmm,GA,import,port,1.710223773
nmm,GA,export,gvty,0.378060436
nmm,GA,export,shrs,0.505460136
nmm,GA,export,port,0.556875296
nmm,HI,import,gvty,0.078163867
nmm,HI,import,shrs,0.129510909
nmm,HI,export,gvty,0.065113351
nmm,HI,export,shrs,0.033006077
nmm,ID,import,gvty,0.08290537
nmm,ID,import,shrs,0.108802949
nmm,ID,export,gvty,0.033307567
nmm,ID,export,shrs,0.032343116
nmm,IL,import,gvty,0.692859259
nmm,IL,import,shrs,1.082652602
nmm,IL,import,port,0.570074591
nmm,IL,export,gvty,0.505792912
nmm,IL,export,shrs,0.523544409
nmm,IL,export,port,0.835312943
nmm,IN,import,gvty,0.398262057
nmm,IN,import,shrs,0.796192429
nmm,IN,export,gvty,0.348263194
nmm,IN,export,shrs,0.453483142
nmm,IA,import,gvty,0.149374906
nmm,IA,import,shrs,0.325734911
nmm,IA,export,gvty,0.224858361
nmm,IA,export,shrs,0.288108104
nmm,KS,import,gvty,0.123947596
nmm,KS,import,shrs,0.229846782
nmm,KS,export,gvty,0.101957757
nmm,KS,export,shrs,0.133590764
nmm,KY,import,gvty,0.202121529
nmm,KY,import,shrs,0.399129455
nmm,KY,export,gvty,0.174932966
nmm,KY,export,shrs,0.251279688
nmm,LA,import,gvty,0.434077909
nmm,LA,import,shrs,0.40415205
nmm,LA,import,port,0.570074591
nmm,LA,export,gvty,0.135479128
nmm,LA,export,shrs,0.155789212
nmm,LA,export,port,0.139218824
nmm,ME,import,gvty,0.0578105
nmm,ME,import,shrs,0.074962025
nmm,ME,export,gvty,0.034906174
nmm,ME,export,shrs,0.035099129
nmm,MD,import,gvty,0.531386876
nmm,MD,import,shrs,0.57591298
nmm,MD,import,port,0.285037296
nmm,MD,export,gvty,0.109358349
nmm,MD,export,shrs,0.147359711
nmm,MD,export,port,0.139218824
nmm,MA,import,gvty,0.591161217
nmm,MA,import,shrs,0.632556504
nmm,MA,import,port,0.285037296
nmm,MA,export,gvty,0.148799794
nmm,MA,export,shrs,0.182295387
nmm,MI,import,gvty,0.862479238
nmm,MI,import,shrs,0.986996807
nmm,MI,import,port,1.140149182
nmm,MI,export,gvty,0.470080824
nmm,MI,export,shrs,0.369045655
nmm,MI,export,port,1.949063535
nmm,MN,import,gvty,0.232983373
nmm,MN,import,shrs,0.51358176
nmm,MN,export,gvty,0.245406385
nmm,MN,export,shrs,0.267055027
nmm,MN,export,port,0.139218824
nmm,MS,import,gvty,0.120803561
nmm,MS,import,shrs,0.162898496
nmm,MS,export,gvty,0.058898575
nmm,MS,export,shrs,0.077672102
nmm,MO,import,gvty,0.236160504
nmm,MO,import,shrs,0.471732032
nmm,MO,export,gvty,0.214803312
nmm,MO,export,shrs,0.260124267
nmm,MO,export,port,0.556875296
nmm,MT,import,gvty,0.046018276
nmm,MT,import,shrs,0.070534857
nmm,MT,export,gvty,0.045627131
nmm,MT,export,shrs,0.036704416
nmm,MT,export,port,0.278437648
nmm,NE,import,gvty,0.082912034
nmm,NE,import,shrs,0.16474541
nmm,NE,export,gvty,0.06958902
nmm,NE,export,shrs,0.08737795
nmm,NV,import,gvty,0.32166673
nmm,NV,import,shrs,0.276649089
nmm,NV,export,gvty,0.104343434
nmm,NV,export,shrs,0.121841935
nmm,NH,import,gvty,0.083748441
nmm,NH,import,shrs,0.102776766
nmm,NH,export,gvty,0.052472815
nmm,NH,export,shrs,0.071017708
nmm,NJ,import,gvty,1.093462693
nmm,NJ,import,shrs,0.665332845
nmm,NJ,export,gvty,0.299584606
nmm,NJ,export,shrs,0.302426297
nmm,NM,import,gvty,0.108980927
nmm,NM,import,shrs,0.120840152
nmm,NM,export,gvty,0.048455396
nmm,NM,export,shrs,0.049751477
nmm,NY,import,gvty,2.132596313
nmm,NY,import,shrs,1.582070102
nmm,NY,import,port,4.845634024
nmm,NY,export,gvty,0.741909419
nmm,NY,export,shrs,0.697256446
nmm,NY,export,port,2.366720006
nmm,NC,import,gvty,0.673645996
nmm,NC,import,shrs,0.879204531
nmm,NC,export,gvty,0.385177361
nmm,NC,export,shrs,0.469951201
nmm,NC,export,port,0.139218824
nmm,ND,import,gvty,0.048331235
nmm,ND,import,shrs,0.092670202
nmm,ND,export,gvty,0.044005618
nmm,ND,export,shrs,0.038891519
nmm,ND,export,port,0.278437648
nmm,OH,import,gvty,0.682284081
nmm,OH,import,shrs,1.059584554
nmm,OH,import,port,0.285037296
nmm,OH,export,gvty,0.731793538
nmm,OH,export,shrs,0.809044945
nmm,OH,export,port,0.139218824
nmm,OK,import,gvty,0.173989615
nmm,OK,import,shrs,0.276384141
nmm,OK,export,gvty,0.165984962
nmm,OK,export,shrs,0.221786119
nmm,OR,import,gvty,0.317264354
nmm,OR,import,shrs,0.333739612
nmm,OR,export,gvty,0.173873158
nmm,OR,export,shrs,0.147346485
nmm,PA,import,gvty,0.85874011
nmm,PA,import,shrs,1.087674656
nmm,PA,import,port,0.285037296
nmm,PA,export,gvty,0.567382143
nmm,PA,export,shrs,0.674223967
nmm,PA,export,port,0.139218824
nmm,RI,import,gvty,0.053158246
nmm,RI,import,shrs,0.066770179
nmm,RI,export,gvty,0.009780918
nmm,RI,export,shrs,0.015707475
nmm,SC,import,gvty,0.417162216
nmm,SC,import,shrs,0.407388285
nmm,SC,import,port,0.570074591
nmm,SC,export,gvty,0.218457491
nmm,SC,export,shrs,0.259642751
nmm,SC,export,port,0.278437648
nmm,SD,import,gvty,0.033474395
nmm,SD,import,shrs,0.066803166
nmm,SD,export,gvty,0.04139996
nmm,SD,export,shrs,0.046476837
nmm,TN,import,gvty,0.32753056
nmm,TN,import,shrs,0.592053058
nmm,TN,export,gvty,0.284615761
nmm,TN,export,shrs,0.399474385
nmm,TX,import,gvty,2.835624045
nmm,TX,import,shrs,2.67677792
nmm,TX,import,port,4.560596728
nmm,TX,export,gvty,1.625817618
nmm,TX,export,shrs,1.454515306
nmm,TX,export,port,1.949063535
nmm,UT,import,gvty,0.234101004
nmm,UT,import,shrs,0.304934501
nmm,UT,export,gvty,0.15959079
nmm,UT,export,shrs,0.179891288
nmm,VT,import,gvty,0.059994022
nmm,VT,import,shrs,0.04359786
nmm,VT,import,port,0.285037296
nmm,VT,export,gvty,0.02830311
nmm,VT,export,shrs,0.02887909
nmm,VA,import,gvty,0.75852023
nmm,VA,import,shrs,0.753763756
nmm,VA,import,port,1.425186478
nmm,VA,export,gvty,0.258335702
nmm,VA,export,shrs,0.311870633
nmm,VA,export,port,0.417656472
nmm,WA,import,gvty,1.224699716
nmm,WA,import,shrs,0.646797191
nmm,WA,import,port,1.425186478
nmm,WA,export,gvty,0.60676488
nmm,WA,export,shrs,0.305555384
nmm,WA,export,port,0.835312943
nmm,WV,import,gvty,0.080169425
nmm,WV,import,shrs,0.13090209
nmm,WV,export,gvty,0.06802265
nmm,WV,export,shrs,0.09017792
nmm,WI,import,gvty,0.255225512
nmm,WI,import,shrs,0.529411794
nmm,WI,export,gvty,0.323857439
nmm,WI,export,shrs,0.377364318
nmm,WY,import,gvty,0.037280435
nmm,WY,import,shrs,0.060036252
nmm,WY,export,gvty,0.032962243
nmm,WY,export,shrs,0.035489336
nmm,total,import,gvty,27.64861758
nmm,total,import,shrs,27.64861767
nmm,total,import,port,27.64861767
nmm,total,export,gvty,13.64344476
nmm,total,export,shrs,13.64344474
nmm,total,export,port,13.64344474
fmp,AL,import,gvty,0.699004842
fmp,AL,import,shrs,0.987364474
fmp,AL,import,port,0.610377083
fmp,AL,export,gvty,0.47694746
fmp,AL,export,shrs,0.596538405
fmp,AL,export,port,0.338129387
fmp,AK,import,gvty,0.290364914
fmp,AK,import,shrs,0.115297382
fmp,AK,import,port,0.610377083
fmp,AK,export,gvty,0.022630568
fmp,AK,export,shrs,0.00883502
fmp,AK,export,port,0.338129387
fmp,AR,import,gvty,0.259589313
fmp,AR,import,shrs,0.445963448
fmp,AR,export,gvty,0.354369981
fmp,AR,export,shrs,0.433948005
fmp,AZ,import,gvty,1.092620657
fmp,AZ,import,shrs,0.832816621
fmp,AZ,import,port,0.610377083
fmp,AZ,export,gvty,0.536764348
fmp,AZ,export,shrs,0.41735126
fmp,AZ,export,port,1.01438816
fmp,CA,import,gvty,13.91758574
fmp,CA,import,shrs,7.170877089
fmp,CA,import,port,17.09055832
fmp,CA,export,gvty,5.45207463
fmp,CA,export,shrs,3.174257708
fmp,CA,export,port,4.395682026
fmp,CO,import,gvty,0.563188663
fmp,CO,import,shrs,0.866575052
fmp,CO,export,gvty,0.345845303
fmp,CO,export,shrs,0.350608888
fmp,CT,import,gvty,0.660296626
fmp,CT,import,shrs,0.745518299
fmp,CT,export,gvty,0.712012126
fmp,CT,export,shrs,0.882315184
fmp,DE,import,gvty,0.109456533
fmp,DE,import,shrs,0.115657285
fmp,DE,export,gvty,0.028751169
fmp,DE,export,shrs,0.033010664
fmp,DC,import,gvty,0.118468328
fmp,DC,import,shrs,0.136060757
fmp,DC,export,gvty,0.003843363
fmp,DC,export,shrs,0.001727274
fmp,DC,export,port,0.338129387
fmp,FL,import,gvty,2.229834856
fmp,FL,import,shrs,2.175732562
fmp,FL,import,port,1.220754165
fmp,FL,export,gvty,1.068241716
fmp,FL,export,shrs,0.782205378
fmp,FL,export,port,1.352517546
fmp,GA,import,gvty,1.373484436
fmp,GA,import,shrs,1.649461827
fmp,GA,import,port,3.662262496
fmp,GA,export,gvty,0.551495125
fmp,GA,export,shrs,0.710080319
fmp,GA,export,port,0.676258773
fmp,HI,import,gvty,0.098329559
fmp,HI,import,shrs,0.156695579
fmp,HI,export,gvty,0.017928443
fmp,HI,export,shrs,0.007801424
fmp,ID,import,gvty,0.155486351
fmp,ID,import,shrs,0.200395094
fmp,ID,export,gvty,0.113929571
fmp,ID,export,shrs,0.114112971
fmp,IL,import,gvty,2.009783253
fmp,IL,import,shrs,2.703795464
fmp,IL,import,port,2.441508331
fmp,IL,export,gvty,1.723699013
fmp,IL,export,shrs,2.36034384
fmp,IL,export,port,1.01438816
fmp,IN,import,gvty,1.187430305
fmp,IN,import,shrs,2.403600736
fmp,IN,export,gvty,1.04254506
fmp,IN,export,shrs,1.600177796
fmp,IA,import,gvty,0.351771518
fmp,IA,import,shrs,0.815848507
fmp,IA,export,gvty,0.343990075
fmp,IA,export,shrs,0.464916879
fmp,KS,import,gvty,0.291855457
fmp,KS,import,shrs,0.567903904
fmp,KS,export,gvty,0.231397676
fmp,KS,export,shrs,0.283176804
fmp,KY,import,gvty,0.524391207
fmp,KY,import,shrs,1.053684902
fmp,KY,export,gvty,0.332421672
fmp,KY,export,shrs,0.511038065
fmp,LA,import,gvty,0.800728396
fmp,LA,import,shrs,0.721743185
fmp,LA,import,port,1.220754165
fmp,LA,export,gvty,0.418907543
fmp,LA,export,shrs,0.377903144
fmp,LA,export,port,0.676258773
fmp,ME,import,gvty,0.085558235
fmp,ME,import,shrs,0.151664499
fmp,ME,export,gvty,0.120012173
fmp,ME,export,shrs,0.106058104
fmp,ME,export,port,0.338129387
fmp,MD,import,gvty,0.829030396
fmp,MD,import,shrs,0.868623671
fmp,MD,import,port,0.610377083
fmp,MD,export,gvty,0.183433533
fmp,MD,export,shrs,0.20649215
fmp,MD,export,port,0.338129387
fmp,MA,import,gvty,1.029006811
fmp,MA,import,shrs,1.342500742
fmp,MA,import,port,0.610377083
fmp,MA,export,gvty,0.961404497
fmp,MA,export,shrs,1.105828486
fmp,MI,import,gvty,3.260014419
fmp,MI,import,shrs,3.528529809
fmp,MI,import,port,4.272639579
fmp,MI,export,gvty,1.803820157
fmp,MI,export,shrs,1.807448743
fmp,MI,export,port,3.381293866
fmp,MN,import,gvty,0.502281018
fmp,MN,import,shrs,1.208402234
fmp,MN,export,gvty,0.852743714
fmp,MN,export,shrs,1.016038736
fmp,MS,import,gvty,0.33136285
fmp,MS,import,shrs,0.420223884
fmp,MS,export,gvty,0.16715986
fmp,MS,export,shrs,0.187637055
fmp,MO,import,gvty,0.502236765
fmp,MO,import,shrs,1.064242258
fmp,MO,export,gvty,0.562055377
fmp,MO,export,shrs,0.668015771
fmp,MO,export,port,1.690646933
fmp,MT,import,gvty,0.066600951
fmp,MT,import,shrs,0.100824564
fmp,MT,export,gvty,0.047685336
fmp,MT,export,shrs,0.040583905
fmp,MT,export,port,0.338129387
fmp,NE,import,gvty,0.169229252
fmp,NE,import,shrs,0.351826076
fmp,NE,export,gvty,0.154606359
fmp,NE,export,shrs,0.188776947
fmp,NV,import,gvty,0.466819149
fmp,NV,import,shrs,0.377735273
fmp,NV,export,gvty,0.115449613
fmp,NV,export,shrs,0.132351553
fmp,NH,import,gvty,0.143475091
fmp,NH,import,shrs,0.248925745
fmp,NH,export,gvty,0.248498966
fmp,NH,export,shrs,0.307362649
fmp,NJ,import,gvty,1.979032904
fmp,NJ,import,shrs,1.214210814
fmp,NJ,export,gvty,0.524179127
fmp,NJ,export,shrs,0.496408815
fmp,NM,import,gvty,0.176277245
fmp,NM,import,shrs,0.183081783
fmp,NM,export,gvty,0.050533279
fmp,NM,export,shrs,0.040112279
fmp,NY,import,gvty,3.389010485
fmp,NY,import,shrs,2.719486247
fmp,NY,import,port,8.545279158
fmp,NY,export,gvty,1.15901884
fmp,NY,export,shrs,1.100862328
fmp,NY,export,port,4.057552639
fmp,NC,import,gvty,1.654343463
fmp,NC,import,shrs,1.936884387
fmp,NC,import,port,0.610377083
fmp,NC,export,gvty,0.825944045
fmp,NC,export,shrs,0.92433654
fmp,NC,export,port,1.352517546
fmp,ND,import,gvty,0.092611329
fmp,ND,import,shrs,0.185228269
fmp,ND,export,gvty,0.0357001
fmp,ND,export,shrs,0.031749925
fmp,ND,export,port,0.676258773
fmp,OH,import,gvty,1.867393656
fmp,OH,import,shrs,2.782069314
fmp,OH,import,port,1.220754165
fmp,OH,export,gvty,2.089415921
fmp,OH,export,shrs,2.630358133
fmp,OH,export,port,1.01438816
fmp,OK,import,gvty,0.397038265
fmp,OK,import,shrs,0.643023
fmp,OK,export,gvty,0.455252559
fmp,OK,export,shrs,0.53223088
fmp,OR,import,gvty,0.703234928
fmp,OR,import,shrs,0.695091715
fmp,OR,export,gvty,0.368718308
fmp,OR,export,shrs,0.366292614
fmp,PA,import,gvty,1.689604636
fmp,PA,import,shrs,2.250729665
fmp,PA,import,port,0.610377083
fmp,PA,export,gvty,1.566896291
fmp,PA,export,shrs,1.739645843
fmp,PA,export,port,1.01438816
fmp,RI,import,gvty,0.080071507
fmp,RI,import,shrs,0.134058138
fmp,RI,export,gvty,0.057573101
fmp,RI,export,shrs,0.086661364
fmp,SC,import,gvty,1.179237763
fmp,SC,import,shrs,0.971048864
fmp,SC,import,port,2.441508331
fmp,SC,export,gvty,0.60594469
fmp,SC,export,shrs,0.69363302
fmp,SC,export,port,0.338129387
fmp,SD,import,gvty,0.06905884
fmp,SD,import,shrs,0.144704189
fmp,SD,export,gvty,0.057615659
fmp,SD,export,shrs,0.064431716
fmp,TN,import,gvty,0.894793739
fmp,TN,import,shrs,1.608064104
fmp,TN,export,gvty,0.675862574
fmp,TN,export,shrs,0.933093664
fmp,TX,import,gvty,5.773782504
fmp,TX,import,shrs,5.691527713
fmp,TX,import,port,7.934902075
fmp,TX,export,gvty,4.353384736
fmp,TX,export,shrs,2.956811656
fmp,TX,export,port,8.453234664
fmp,UT,import,gvty,0.432322438
fmp,UT,import,shrs,0.533704045
fmp,UT,export,gvty,0.275754269
fmp,UT,export,shrs,0.289519674
fmp,VT,import,gvty,0.060023637
fmp,VT,import,shrs,0.082320296
fmp,VT,export,gvty,0.03169789
fmp,VT,export,shrs,0.032791445
fmp,VA,import,gvty,1.219152287
fmp,VA,import,shrs,1.310283876
fmp,VA,import,port,1.831131248
fmp,VA,export,gvty,0.454429888
fmp,VA,export,shrs,0.505852504
fmp,VA,export,port,0.676258773
fmp,WA,import,gvty,3.139010108
fmp,WA,import,shrs,1.376886011
fmp,WA,import,port,3.662262496
fmp,WA,export,gvty,0.636091405
fmp,WA,export,shrs,0.434215412
fmp,WA,export,port,0.676258773
fmp,WV,import,gvty,0.138896891
fmp,WV,import,shrs,0.228518335
fmp,WV,export,gvty,0.076044543
fmp,WV,export,shrs,0.103158933
fmp,WI,import,gvty,0.704714695
fmp,WI,import,shrs,1.506154592
fmp,WI,export,gvty,1.163459382
fmp,WI,export,shrs,1.618680241
fmp,WY,import,gvty,0.058057166
fmp,WY,import,shrs,0.091387829
fmp,WY,export,gvty,0.031016438
fmp,WY,export,shrs,0.031407317
fmp,total,import,gvty,59.81695438
fmp,total,import,shrs,59.81695411
fmp,total,import,port,59.81695411
fmp,total,export,gvty,34.48919747
fmp,total,export,shrs,34.48919743
fmp,total,export,port,34.48919743
eeq,AL,import,gvty,6.068161861
eeq,AL,import,shrs,6.493916233
eeq,AL,export,gvty,1.266546374
eeq,AL,export,shrs,1.550070589
eeq,AK,import,gvty,1.326748717
eeq,AK,import,shrs,0.984468718
eeq,AK,import,port,5.158528892
eeq,AK,export,gvty,0.018644853
eeq,AK,export,shrs,0.012976035
eeq,AK,export,port,5.946598283
eeq,AR,import,gvty,2.878736161
eeq,AR,import,shrs,2.972450586
eeq,AR,export,gvty,0.752400976
eeq,AR,export,shrs,0.849622052
eeq,AZ,import,gvty,10.37641324
eeq,AZ,import,shrs,8.820413447
eeq,AZ,import,port,10.31705778
eeq,AZ,export,gvty,9.927902349
eeq,AZ,export,shrs,8.59611454
eeq,AZ,export,port,8.919897425
eeq,CA,import,gvty,99.16524814
eeq,CA,import,shrs,79.65555397
eeq,CA,import,port,159.9143957
eeq,CA,export,gvty,114.9957429
eeq,CA,export,shrs,95.16554527
eeq,CA,export,port,38.65288884
eeq,CO,import,gvty,9.258904401
eeq,CO,import,shrs,9.286658671
eeq,CO,export,gvty,4.968940628
eeq,CO,export,shrs,4.924712579
eeq,CT,import,gvty,4.935688343
eeq,CT,import,shrs,6.35484397
eeq,CT,export,gvty,1.761756095
eeq,CT,export,shrs,2.752089954
eeq,DE,import,gvty,1.047764256
eeq,DE,import,shrs,1.208435099
eeq,DE,export,gvty,0.371550062
eeq,DE,export,shrs,0.592533551
eeq,DC,import,gvty,1.287612556
eeq,DC,import,shrs,2.175745955
eeq,DC,export,gvty,0.022532487
eeq,DC,export,shrs,0.045988299
eeq,FL,import,gvty,23.35452095
